,label,portion_info,energy,protein,total_fat,carbs,fibre,sodium,portion_size,region
R076,"Soup, cream of mushroom, cnd",Per 100 g,102,1.7,6.7,8.7,0.9,872,100,PH
R077,"Soup, mungbean w/ shrimp, ckd",Per 100 g,50,3.1,0.5,8.3,2.8,180,100,PH
R078,"Soup, noodles & beef, cond, cnd",Per 100 g,55,1.9,2.3,6.7,0.5,536,100,PH
R079,"Soup, pansit molo, cond, cnd",Per 100 g,54,2.4,2.4,5.6,0.3,566,100,PH
R081,"Soup, sotanghon, cond",Per 100 g,27,0.8,1.4,2.8,0.2,233,100,PH
R082,"Soup, turkey noodle, cnd",Per 100 g,42,2.4,0.4,7.3,0.5,572,100,PH
R083,"Soup, veg alphabet, cnd",Per 100 g,69,2.0,1.4,12.0,1.5,494,100,PH
R084,"Soup, veg, cond, cnd",Per 100 g,25,1.1,0.4,4.2,0.2,226,100,PH
R085,"Soup, vermicelli & chicken, cond, cnd",Per 100 g,38,1.3,1.2,5.5,0.1,167,100,PH
R086,"Pork & beans, cnd",Per 100 g,105,4.7,1.8,17.6,5.3,333,100,PH
R088,"Hotcake, prep, w/ MLP",Per 100 g,242,5.3,7.1,39.3,2.2,438,100,PH
R089,"Polvoron, prep, w/ MLP",Per 100 g,497,9.2,23.4,62.3,7.1,173,100,PH
R090,"Gelatin drink, w/ MLP",Per 100 g,63,0.9,0.8,13.0,1.6,21,100,PH
R091,"Ice candy, prep, w/ MLP",Per 100 g,96,1.4,1.1,20.1,3.8,21,100,PH
R092,"Yacon shake, prep",Per 100 g,77,0.2,0.2,18.7,0.2,12,100,PH
R093,"Carbonara, prep, w/ MLP",Per 100 g,148,5.5,6.4,17.2,5.5,270,100,PH
R094,"Fruit salad, prep, w/ yacon",Per 100 g,62,0.4,0.3,14.3,1.0,17,100,PH
R095,"Macaroni salad, prep, w/ yacon",Per 100 g,191,3.4,14.9,10.7,0.5,217,100,PH
R096,"Waldorf salad, prep, w/ yacon",Per 100 g,177,1.8,11.8,16.0,7.6,216,100,PH
R097,"Anchovy fry omelet, prep, w/ MLP",Per 100 g,186,13.1,12.8,4.5,1.1,213,100,PH
R098,"Red snapper fritata, prep, w/ MLP",Per 100 g,260,15.3,19.5,5.7,2.4,436,100,PH
R099,"Chopsuey, prep, w/ yacon",Per 100 g,70,2.7,2.8,8.5,2.9,354,100,PH
R100,"Wonton soup, prep, w/ MLP",Per 100 g,93,5.0,5.3,6.3,3.6,320,100,PH
R101,"Pork wonton, prep, w/ MLP",Per 100 g,217,13.3,10.2,18.0,8.4,245,100,PH
R102,"Scrambled egg, prep, w/ MLP",Per 100 g,207,10.0,16.5,4.6,1.4,491,100,PH
R103,"Shanghai pork roll, prep, w/ yacon",Per 100 g,285,10.3,15.5,26.0,2.1,343,100,PH
R104,"Fried rice mix, w/ yacon",Per 100 g,140,3.0,4.0,23.1,1.8,196,100,PH
R105,"Vegetable stir-fry w/ quail eggs, prep, w/ yacon",Per 100 g,105,4.2,6.0,8.6,2.9,215,100,PH
R106,"Vegetable soup, prep, w/ yacon",Per 100 g,34,1.6,0.8,5.1,0.4,214,100,PH
R107,"Vegetable spring roll, fresh, w/ yacon",Per 100 g,147,3.8,4.2,23.6,2.3,594,100,PH
R108,"Pork ball, wrapped",Per 100 g,298,10.5,16.7,26.4,0.6,291,100,PH
S001,"Beef w/ veg, str",Per 100 g,48,3.8,0.3,7.5,1.1,25,100,PH
S002,"Beef, egg noodle, veg, str",Per 100 g,41,2.8,0.1,7.3,1.1,12,100,PH
S003,"Carrot, str",Per 100 g,23,0.6,0.1,4.8,1.4,56,100,PH
S004,"Cereals, applesce & banana, str",Per 100 g,84,1.0,0.8,18.2,1.2,3,100,PH
S005,"Chicken noodle, str",Per 100 g,50,2.6,0.4,8.9,1.8,33,100,PH
S006,"Chicken w/ veg, str",Per 100 g,111,8.8,5.4,6.9,3.5,40,100,PH
S007,"Chicken, asparagus, str",Per 100 g,39,7.9,0.8,0.0,1.1,12,100,PH
S008,"Cream chicken soup, str",Per 100 g,48,1.8,0.5,9.0,1.2,18,100,PH
S009,"Custard pudding, choco, str",Per 100 g,87,1.4,0.8,18.6,0.0,0,100,PH
S010,"Custard pudding, vanilla, str",Per 100 g,94,1.3,1.1,19.7,0.0,0,100,PH
S011,"Fruit w/ tapioca, str",Per 100 g,91,0.2,1.0,20.4,2.2,0,100,PH
S013,"Mango & papaya, str",Per 100 g,91,0.2,0.3,21.8,1.8,6,100,PH
S014,"Mango, str",Per 100 g,87,0.2,1.2,18.8,1.1,4,100,PH
S015,"Mixed fruits, str",Per 100 g,90,0.2,0.9,20.3,0.9,0,100,PH
S016,"Mixed veg, str",Per 100 g,42,1.4,0.2,8.7,1.6,0,100,PH
S017,"Peach, str",Per 100 g,112,0.6,0.3,26.6,2.2,7,100,PH
S018,"Rice w/ chicken, str",Per 100 g,46,1.6,0.6,8.6,1.0,24,100,PH
S019,"Squash, str",Per 100 g,33,0.4,0.1,7.5,1.1,6,100,PH
S021,"Veg, liver & bacon, str",Per 100 g,47,2.1,0.9,7.6,1.3,39,100,PH
T001,Azolla pinnata,Per 100 g,18,1.4,0.4,2.1,1.9,41,100,PH
T002,Baking powder,Per 100 g,166,0.2,0.3,40.7,0.2,9997,100,PH
T004,Ceylon moss/Agar-agar bar,Per 100 g,311,2.6,0.3,74.5,6.9,92,100,PH
T005,"Coffee creamer, non-dairy",Per 100 g,390,4.1,0.7,91.9,0.0,105,100,PH
T006,Chlorella,Per 100 g,351,53.3,4.9,23.4,12.4,0,100,PH
T007,Gelatin powder,Per 100 g,351,85.4,1.0,0.0,0.0,197,100,PH
T008,Rice washing,Per 100 g,6,0.1,0.2,1.0,0.0,0,100,PH
T009,"Yeast, baker's, active, dry",Per 100 g,363,37.2,1.3,50.5,26.6,50,100,PH
T012,Locust,Per 100 g,147,13.7,4.3,13.4,-,-,100,PH
