,label,portion_info,energy,protein,total_fat,carbs,fibre,sodium,portion_size
895,Chinese rojak,Plate-23cm (323g),517.58,16.29,21.48,63.85,6.84,914.32,323
896,Chinese style chicken and corn soup,Bowl-soup (16 and 1/2 cm) (220g),107.36,5.79,5.5,8.71,0.75,616.66,220
897,"Chipotle Southwest Sauce, Subway",Dessertspoon (21g),95.97,0,10,1,0,215.04,21
898,"Chips, multigrain, SunChips, harvest cheddar flavour",Piece (2.54g),12.52,0.18,0.54,1.72,0.18,17.25,2.54
899,"Chips, multigrain, SunChips, original flavour",Piece (2.54g),12.52,0.18,0.54,1.72,0.18,10.44,2.54
900,Chirashi Don,1 portion (409g),527.61,30.27,7.08,85.89,10.63,1472.4,409
901,"Chives, chinese, raw",Cup (78g),24.24,2.11,0.47,2.96,0.94,1.56,78
902,Chocolate and nut doughnut,Piece (60g),282.6,6.06,18.48,23.16,2.64,99.9,60
903,Chocolate burfi,Piece (63g),298.62,3.59,14.55,39.06,0.32,41.58,63
904,Chocolate cake,Piece (55g),202,3.8,9.9,24.7,0.8,275,55
905,Chocolate chip cookie,Piece (20g),88.8,1.1,4.38,11.22,0.56,63.1,20
906,Chocolate chip frappuccino,Cup (500g),587.8,14.75,32.9,61.5,0.8,167.8,500
907,Chocolate chip frappuccino with whipped cream,Cup (500g),606.05,14.8,35.2,60.8,0.8,169,500
908,"Chocolate Chunk Cookies, Subway",Whole (45g),199.8,1.8,10,30,1,99.9,45
909,"Chocolate Cookies, Subway",Whole (45g),210.15,1.8,10,30.02,1,149.85,45
910,Chocolate cream roll,Whole (65g),193.05,5.59,4.68,32.18,1.69,213.2,65
911,Chocolate Croissant,Piece (83g),375.99,6.23,20.5,41.67,0.83,296.31,83
912,Chocolate eclair,Piece (50g),258,3.15,21.45,13.25,0.85,145.5,50
913,Chocolate Lava Cake,1 portion (128g),430.08,7.68,27.05,39.04,3.2,67.2,128
914,Chocolate milk bubble tea,Cup (484g),319.44,1.94,4.84,66.79,1.45,19.36,484
915,Chocolate mousse,1 serving (75g),330,2,19,35,2,190,75
916,Chocolate muffin,Whole (73g),310.18,4.67,18.48,30.8,2.07,414.76,73
917,Chocolate tart,Piece (90g),388.8,6.84,26.57,30.51,2.97,52.65,90
918,"Chocolate, baking, bitter",Cube/Square (29g),146.52,3.1,8.28,14.89,0,1.04,29
919,"Chocolate, baking, sweet",Cube/Square (29g),153.18,1.04,10.44,13.76,0,9.28,29
920,"Chocolate, candy coated",Packet (50g),241.5,2.45,8.85,38.35,0,27.5,50
921,"Chocolate, dark",Cube/Square (20g),103.49,1.28,5.7,12.52,0.24,11,20
922,"Chocolate, milk",Cube/Square (5g),26.91,0.41,1.5,3.1,0.04,4.5,5
923,"Chocolate, milk with nuts",Cube/Square (29g),150.97,3.22,8.56,15.37,1.42,20.59,29
924,"Chocolate, milk, beans",Packet (37g),139.49,0.81,0.96,31.89,0,13.32,37
925,"Chocolate, milk, filled with soft cream type filling",Cube/Square (17g),83.13,1.05,4.2,10.44,0,13.43,17
926,"Chocolate, sprinkle",Teaspoon (5g),25.14,0.27,1.16,3.42,0,1.5,5
927,"Choko, boiled, peeled",Cup (140g),34.5,0.84,0.28,6.02,2.38,12.6,140
928,"Choko, raw, peeled",Whole (200g),34.96,0.84,0.34,6.05,2.35,13.44,200
929,"Chrysanthemum garland, boiled, drained",Cup (100g),20,1.64,0.09,4.31,2.3,53,100
930,Chrysanthemum tea,Bottle (500g),115,0,0,28.5,0,10.15,500
931,Chrysanthemum tea (reduced sugar),Packet (250g),65.13,0,0,16,0,0,250
932,"Chrysanthemum, garland, raw",Cup (88g),11.65,1.78,0.34,0.34,0.62,43.24,88
933,churros,Stick (85g),295.8,5.27,12.49,40.63,2.81,346.8,85
934,"Chutney, coconut",1 portion (54.73g),86.47,1.04,8.65,1.15,2.57,216.18,54.73
935,"Chutney, dried cuttlefish (malay)",Bowl-soup (16 and 1/2 cm) (325.33g),403.9,64.87,12.85,7.19,4.59,2555.14,325.33
936,"Chutney, fresh coriander",1 portion (29.45g),15.56,0.46,0.76,1.73,0.54,230.8,29.45
937,"Chutney, mango",Bowl-soup (16 and 1/2 cm) (329g),227.01,1.97,5.26,43.1,9.87,1197.56,329
938,"Chutney, mint, fresh",1 portion (61.76g),18.21,0.85,0.3,3.03,0.85,430.03,61.76
939,"Chutney, sweet tomato",1 portion (62.45g),91.14,1.41,6.83,6.01,1.66,270.78,62.45
940,Chwee kueh,Whole (57.33g),56.59,1.03,1.03,10.72,1.09,230.47,57.33
941,Chye sim with fish cake,1 portion (126.9g),92.2,3.81,6.14,5.46,1.07,197.84,126.9
942,Ciku,Whole (65g),43.71,0.21,0.43,9.81,2.82,11.19,65
943,"Cilantro, raw",Teaspoon (1.6g),0.38,0.03,0.01,0.07,0.04,0.86,1.6
944,Cilok,100 g,266,58,3,2,0,221,100
945,Cinnamon,Piece (2g),6.14,0.07,0.05,1.11,0.49,0.1,2
946,"Cinnamon, ground",Teaspoon (2.3g),6.01,0.09,0.07,1.28,0.56,0.6,2.3
947,"Citric acid anhydrous, powder",Gram (1g),2.47,0,0,1,0,0,1
948,Citrus carbonated water,Can (120g),43.63,0,0,11.16,0,18,120
949,Cj Korean Bibimbap Sauce,Tablespoon (15g),30.15,0.51,0.27,6.6,0.36,318.3,15
950,"Clam chowder, Long John Silver's",Bowl-rice (11and 1/2 cm) (253g),193.04,9.61,6.83,23.28,20.49,834.9,253
951,"Clam dinner, Long John Silver's",Plate-23cm (90g),197.46,4.32,11.34,19.53,0.09,301.5,90
952,"Clam, raw",Whole (10.5g),3.18,0.56,0.06,0.1,0,12.1,10.5
953,Claypot chicken with dark soya sauce,Bowl-soup (16 and 1/2 cm) (120g),132,14.1,7.85,1.24,1.42,681.48,120
954,"Claypot noodles, with mixed vegetables",Bowl-soup (16 and 1/2 cm) (502g),341.36,9.04,18.07,35.64,4.02,1270.06,502
955,Claypot rice,Plate-23cm (350g),527.1,28.35,21.7,54.6,3.5,1281,350
956,Claypot rice with beef,Plate-23cm (407g),643.06,34.19,17.91,85.88,4.07,879.12,407
957,Claypot rice with prawn,Bowl-soup (16 and 1/2 cm) (387g),416.1,17.09,7.43,69.47,2.97,980.81,387
958,"Claypot rice, with mixed vegetable",Bowl-soup (16 and 1/2 cm) (407g),419.21,11.4,13.43,63.49,6.51,1416.36,407
959,"Clove, dried",Teaspoon (2.1g),6.51,0.11,0.26,0.93,0.2,5.92,2.1
960,Coca Cola Coke,Can (330g),132.63,0,0,34.65,0,36.3,330
961,Coca Cola Light,Can (330g),3.3,0.33,0,0.33,0,19.8,330
962,"Cockle, boiled",Whole (8.6g),1.52,0.22,0.01,0.13,0,9.03,8.6
963,"Cockle, raw",Whole (9.9g),2.2,0.36,0.04,0.12,0,7.84,9.9
964,"Cocoa mix, powder",Teaspoon (28g),111.44,1.87,1.12,22.41,1.04,141.12,28
965,Cocoa powder,Tablespoon (7.3g),26.06,1.39,1.04,1.77,2.04,18.91,7.3
966,Coconut burfi,Piece (51g),229.5,2.35,8.52,35.9,0.92,36.21,51
967,Coconut cream,Tablespoon (16g),117.28,0.03,11.04,4.46,0.13,5.28,16
968,"Coconut cream, dried",Plate-16cm (80.6g),580,8.11,56.11,10.53,0.15,74.15,80.6
969,"Coconut flesh, old",Cup (103g),367.71,7,35.54,4.84,8.03,3.09,103
970,"Coconut flesh, young",Cup (170g),64.6,1.87,2.55,8.5,0.85,15.3,170
971,Coconut Ice-Cream (Pong Gelato - Thai Style Coconut Gelato),1 portion (194g),223.1,4.66,17.91,11.06,3.3,124.35,194
972,Coconut kueh tutu,Piece (20g),61.6,0.86,1.32,11.54,0.42,2.4,20
973,Coconut mee chang kueh,Piece (120g),322.95,6.12,7.68,56.88,4.2,208.8,120
974,"Coconut milk, fluid",Cup (238g),661.64,6.66,67.35,6.9,5.24,33.32,238
975,"Coconut milk, fresh, first squeeze",Cup (251.8g),616.91,8.06,62.19,6.3,0.5,27.7,251.8
976,"Coconut milk, fresh, second squeeze",Cup (244.67g),242.22,1.71,25.2,1.71,0,7.34,244.67
977,"Coconut milk, low fat",Cup (60g),94.8,1.02,8.82,2.82,0.24,12,60
978,"Coconut milk, powder, instant",Packet (60g),431.46,6.04,41.77,7.84,0.11,55.2,60
979,Coconut water,Whole (250g),54.97,0,0,14,0,2.5,250
980,"Coconut, grated and desiccated",Cup (75g),497.37,4.73,48.83,5.48,11.55,11.25,75
981,"Coconut, grated, with chilli, fried",Dessertspoon (11g),35.86,0.8,2.99,1.41,0.79,146.74,11
982,"Cod, coral, smoked, simmered",Piece (95g),89.3,19.1,1.43,0,0,522.5,95
983,"Cod, coral, with black stripe, raw",Whole (200g),67.2,15.46,0.42,0.34,0,91.56,200
984,"Cod, raw",Piece (233g),462.02,22.82,41.23,0,0,134.37,233
985,"Cod, smoked, raw",Piece (120g),102.78,22.56,1.2,0,0,789.6,120
986,Coffee,Cup (194g),134.8,3,4,17.5,0,38.72,194
987,Coffee and chocolate chip frappuccino,Cup (500g),416.85,11.75,23.45,41.95,0.45,142.2,500
988,Coffee and chocolate chip frappuccino with whipped cream,Mug (500g),478,11.95,28.85,41.25,0.45,145.9,500
989,Coffee bun,Piece (90g),355.5,8.1,18.18,39.87,0.9,425.7,90
990,Coffee flavoured liqueur,Glass (250ml) (30g),97.82,0.84,4.71,6.27,0,3.6,30
991,Coffee powder (HCS),Teaspoon (2g),4.82,0.24,0.01,0.82,0,0.74,2
992,"Coffee powder, instant",Teaspoon (3g),10.23,0.35,0,2.2,0,3.39,3
993,"Coffee, decaffeinated, instant, powder",Teaspoon (2g),4.47,0.23,0,0.85,0,0.46,2
994,"Coffee, latte, with full cream and sugar",Cup (233g),144.46,5.13,8.39,11.88,0,62.91,233
995,Cokodok pisang,Piece (71g),180.38,2.77,4.47,32.23,1.49,53.25,71
996,Cold tofu,100g,128,14,5,4,3,1842,100
997,"Coleslaw, KFC",Cup (80g),98.4,1.6,7,7.7,1.6,39.2,80
998,"Coleslaw, Long John Silver's",1 portion (97g),140,1,6.01,20,3.01,259.96,97
999,"Coleus tuberosus, leaf, raw",Whole (14g),1.66,0.07,0.02,0.29,0.17,0.25,14
1000,"Colour, liquid, caramel",Teaspoon (9g),12.6,0,0,5.89,0,3.15,9
1001,"Colouring, caramel, powdered",Gram (1g),2.5,0,0.01,0.96,0,0.5,1
1004,Concentrated Chicken Stock (HCS),Teaspoon (5g),3.25,0.18,0.08,0.46,0.01,386.75,5
1005,Cooked beehoon,Cup (176g),191.84,1.58,0.35,43.82,0.88,33.44,176
1006,Cooked brown rice beehoon,Bowl-rice (11and 1/2 cm) (176g),218.24,3.7,0,51.04,2.99,14.26,176
1007,Cooked jellyfish with sesame seed,Plate-20cm (205g),134.85,9.49,2.99,17.49,0,646.78,205
1008,"Cookie, cornflake",Piece (7g),37.31,0.46,2.22,3.87,0.15,18.9,7
1009,"Cookie, egg ball",Packet (80g),308,1.44,1.04,73.44,0.8,11.2,80
1010,"Cookie, peanut",Piece (10g),50.91,0.62,2.5,6.47,0.24,0.6,10
1011,"Cookie, peanut butter filling, regular",Piece (14g),66.92,1.23,2.95,9.18,0.27,51.52,14
1012,"Cookie, sesame seed",Piece (5g),21.15,0.43,0.43,3.91,0.14,0.3,5
1013,"Cookies, brownies, commercially prepared",Whole (56g),226.8,2.69,9.13,34.61,1.18,143.92,56
1014,"Cordial, blackcurrant (min 25% juice), diluted",Cup (262g),92.15,0,0,23.84,0,7.86,262
1015,"Cordial, blackcurrant, undiluted",Cup (308g),628.32,0.31,0,142.3,0,43.12,308
1016,"Cordial, citrus (40% juice) diluted",Cup (260g),95.78,0,0,24.44,0,26,260
1017,"Cordial, citrus (min 25% juice) diluted",Cup (259g),87.98,0,0,22.53,0,7.77,259
1018,"Cordial, citrus (min 25% juice), undiluted",Cup (292g),423.34,0,0,108.92,0,35.04,292
1019,"Cordial, citrus (min 40% juice), undiluted",Cup (299g),471.4,0.6,0,120.2,0,128.57,299
1020,"Cordial, lime (min 15% lime juice) diluted",Cup (258g),82.1,0,0,20.64,0,5.16,258
1021,"Cordial, lime (min 15% lime juice), undiluted",Cup (296g),480.82,0.3,0,121.06,0,32.56,296
1022,"Coriander seed, ground",Teaspoon (1.9g),6.71,0.25,0.38,0.2,0.83,0.53,1.9
1023,"Coriander, leaf, dried",Teaspoon (.6g),1.67,0.13,0.03,0.31,0.06,1.27,0.6
1024,"Coriander, raw",Cup (54g),9.91,0.99,0,1.51,0.52,2.16,54
1025,"Coriander, seeds",Tablespoon (5g),14.88,0.62,0.89,2.75,2.1,1.75,5
1026,Corn bread,Slice (40g),94,3.8,0.88,18.6,0.88,128.8,40
1027,"Corn chip, barbecue flavour",Packet (198g),1035.54,13.86,64.75,111.28,10.3,1510.74,198
1028,Corn chowder,Cup (245g),149.45,2.99,2.99,24.01,1.96,619.85,245
1029,"Corn Cup, 3Oz, McDonald's",Cup (85g),60.35,1.7,1,11,0,159.8,85
1030,"Corn Cup, 4.5Oz, McDonald's",Cup (128g),89.6,2.56,2,16,0,240.64,128
1031,Corn flakes,1 cup (25g),89.2,1.9,0.1,21,0.8,182,25
1032,Corn pancake,Slice (96.31g),67.65,0.44,1.96,12.07,1.17,135.98,96.31
1033,"Corn snack, cheese flavoured, commercial",Packet (45g),270.9,3.2,14.04,33.03,0.95,317.25,45
1034,"Corn snack, chicken flavoured, commercial",Packet (45g),234.46,2.66,10.26,32.94,0.59,474.75,45
1035,Corn starch,Cup (135.2g),515.11,0.41,0.14,123.4,1.22,12.17,135.2
1037,"Corn, on cob, boiled, drained",Cylindrical Piece/Tube (130g),78.59,2.63,0.63,18.87,2.37,212.1,130
1038,"Corn, on cob, raw",Whole (300g),152.88,5.12,1.22,32.29,4.37,7.8,300
1039,Crab cakes,1 piece (63g),129,9.2,9.3,1.6,0.1,262,63
1040,Crab finger,Piece (30g),46.8,3.96,1.71,3.9,0.39,171.6,30
1041,Crab stick,Piece (16g),15.56,1.79,0.05,1.97,0.3,109.28,16
1042,"Crab, blue, raw",1 portion (21g),18.27,3.79,0.23,0.01,0,61.53,21
1043,"Crab, blue/sea, boiled",Whole (262g),109.11,23.11,1.54,0.64,0,413.38,262
1044,"Crab, freshwater, boiled",Whole (262g),156.99,28.17,3.37,3.37,0,391.74,262
1045,Crabmeat,1 portion (45g),27.9,5.22,0.54,0.5,0,121.5,45
1046,"Cracker, high fat, small, round biscuit sprinkled with salt",Piece (14g),68.16,1.06,3.33,8.5,0.48,93.24,14
1047,"Cracker, peanut",Cup (88g),418,13.38,17.95,50.78,2.82,457.6,88
1048,"Cracker, with cheese filling",Whole (7g),33.39,0.65,1.48,4.32,0.13,98.07,7
1049,"Cranberries, dried",Cup (121.21g),373.33,0.08,1.66,92.92,6.91,3.64,121.21
1050,Cranberry Cheese Bun,Piece (67g),219.09,5.56,9.02,28.88,0.8,202.34,67
1051,Cranberry concentrate,Cup (253g),485.76,5.57,0.25,114.61,0.51,7.59,253
1052,Crayfish hor fun,Plate-23cm (602g),488.4,12.18,17.73,70.11,7.43,1467.5,602
1053,Crayfish pasta,Plate-23cm (562g),741.84,31.47,36.14,73.06,6.74,1641.04,562
1054,"Crayfish, raw",1 portion (30g),23.1,4.77,0.29,0,0,17.4,30
1055,"Crayfish, steamed",1 portion (25g),20.5,4.2,0.3,0,0,23.5,25
1056,Cream based dressing,Bowl-rice (11and 1/2 cm) (46g),155.48,0.87,14.71,4.88,0.28,455.4,46
1057,"Cream cheese dip, flavoured",Tablespoon (22g),53.05,1.01,4.75,1.83,0,149.6,22
1058,Cream cheese powder,Tablespoon (20g),140.2,2.78,13.26,2.32,0,141.2,20
1059,"Cream cracker, plain",Piece (9g),40.35,0.83,1.83,5.16,0.23,72.45,9
1061,"Cream cracker, wholemeal",Piece (7.71g),37.55,0.67,2.08,4.04,0.31,44.41,7.71
1062,Cream extract,Gram (1g),4.59,0.01,0.14,0.82,0,0.8,1
1063,Cream of mushroom soup,Bowl-soup (16 and 1/2 cm) (244g),87.84,2.93,4.95,7.81,0.98,622.2,244
1064,cream puff,Piece (34g),114.55,1.96,8.45,7.67,0.57,59.6,34
1065,Cream soda,Can (330g),169.57,0,0,43.89,0,39.6,330
1066,"Cream, pure",Cup (200g),661.72,4.6,71,3.6,0,72,200
1067,"Cream, reduced fat, canned",Tablespoon (15g),0,0,0,0,0,4.5,15
1068,"Cream, sour",Tablespoon (20g),74.28,0.46,7.94,0.58,0,5.8,20
1069,"Cream, whipping",Tablespoon (3g),9.09,0.1,0.91,0.16,0,1.38,3
1070,"Creamer, non dairy, liquid",Cup (240g),325.55,2.4,23.93,27.31,0,190.08,240
1071,"Creamer, non dairy, powder",Tablespoon (10g),54.6,0.48,3.55,5.5,0,18.1,10
1072,Creamy chicken pasta,1 portion (445g),765.4,28.93,46.19,58.74,3.56,1161.45,445
1073,Creamy mushroom pasta,Bowl-soup (16 and 1/2 cm) (442g),596.7,18.56,32.93,56.58,7.07,866.32,442
1074,Creme brulee,1 portion (100g),110,4.1,2.7,2.7,0,75,100
1075,Crepes,1 portion (80g),178,7,8.7,17.4,0.5,226,80
1076,Crispy crab claws,Piece (81g),174.96,6.64,7.45,20.25,0,668.25,81
1077,Crispy Fried Fish Skin,1 portion (175g),1037.75,49.7,84.42,19.6,0.35,1806,175
1078,Crispy pork floss,Packet (30g),117.6,9.69,1.77,15.66,0.9,410.1,30
1079,"Crocodile meat, raw, unspecified cut",1 portion (282g),403.26,54.71,18.33,2.26,0,214.32,282
1080,"Crocodile meat, stir fried",Plate-20cm (37g),101.38,10.55,4.29,5.14,0.56,68.45,37
1084,croissant,Piece (16g),68.64,1.39,3.46,8.91,0.32,65.76,16
1085,"Croissant, almond",Piece (84g),379.09,7.77,23.98,33.05,2.08,255.44,84
1086,"Croissant, with egg, cheese and ham",1 portion (152g),474.24,18.92,33.58,24.2,0,1080.72,152
1087,Croquette,1 serving (100g),196,4.9,8.8,23.5,1,784,100
1088,"Croutons, plain",Cup (30g),122.1,3.57,1.98,20.52,1.53,209.4,30
1089,Crystal dumpling,Piece (42g),59.22,1.01,2.02,9.24,1.05,171.78,42
1090,Cucumber,Slice (6g),0.65,0.06,0.01,0.09,0.02,0.12,6
1091,"Cucumber, hairy, raw",Whole (410g),59.09,2.58,0.37,11.44,2.58,11.07,410
1092,"Cucumber, pickled",1 portion (145.63g),15.41,0.96,0,2.99,0.72,5.25,145.63
1093,"Cucumber, raw",Whole (270g),30.7,0.96,0,6.52,1.15,24.92,270
1094,Cucur badak,Piece (29g),73.4,1.6,2.78,10.47,0.35,107.01,29
1095,Cucur udang,Piece (54g),143.65,3.08,6.21,18.79,0.11,150.66,54
1096,Cultured milk drink,Bottle (131g),89.08,0.79,0.26,21.09,0,18.34,131
1097,"Cultured milk drink, reduced sugar",Bottle (65g),28.6,0.91,0.07,6.24,0.13,22.1,65
1098,"Cumin (cummin) seeds, ground",Teaspoon (2.2g),10.07,0.4,0.57,0.73,0.23,3.7,2.2
1099,"Cumin seeds, black",Teaspoon (3g),10.47,0.38,0.44,1.24,0.38,0.63,3
1100,"Cumin seeds, ground",Tablespoon (6.3g),28.85,1.16,1.63,2.1,0.66,10.58,6.3
1101,"Cumin seeds, white",Teaspoon (2.1g),7.88,0.37,0.47,0.93,0.22,3.53,2.1
1102,Cup cakes,Slice (40g),148.61,1.88,5.96,22.36,0.44,148,40
1103,"Cupcake, iced, commercial",Slice (40g),148.61,1.88,5.96,22.36,0.44,148,40
1104,"Curd, cow's milk",Cup (225g),135,6.98,9,6.53,0,72,225
1105,Curry,Cup (236g),486.2,5,41.3,23.4,2.6,1139.88,236
1106,"Curry chicken with potato, skin removed",Bowl-soup (16 and 1/2 cm) (220g),251.13,18.15,15.36,10.06,3.54,507.63,220
1107,"Curry chicken, with low fat milk, Indian style",Bowl-soup (16 and 1/2 cm) (274.08g),452.7,53.8,24.04,5.29,3.51,729.05,274.08
1108,"Curry chicken, with low fat milk, skin removed, Indian style",Bowl-soup (16 and 1/2 cm) (268.9g),365.26,48.94,16.13,6.09,3.55,583.61,268.9
1109,"Curry chicken, with yoghurt, Indian style",Bowl-soup (16 and 1/2 cm) (238.38g),373.21,30.98,26.99,1.81,2.72,634.09,238.38
1110,Curry eggplant,Bowl-soup (16 and 1/2 cm) (231g),241.27,4.16,19.4,12.24,5.31,1009.47,231
1111,Curry fish,Bowl-soup (16 and 1/2 cm) (632.67g),502.02,44.92,25.31,22.14,10.12,2682.52,632.67
1112,Curry fish head,Bowl-soup (16 and 1/2 cm) (1320.5g),1183.06,77.45,77.45,41.53,15.71,4074.4,1320.5
1113,"Curry green dhal, without coconut milk",Bowl-dessert (15 cm) (141.2g),111.52,9.18,3.08,11.78,5.72,280.85,141.2
1115,Curry leaf,Leaves (.05g),0.03,0,0,0,0,0,0.05
1116,"Curry lean mutton, with potato, Indian style",Bowl-soup (16 and 1/2 cm) (197.1g),266.09,32.52,11.04,9.26,2.37,638.6,197.1
1117,Curry mee,Bowl-rice (11and 1/2 cm) (410g),531.1,11.9,36.9,36.9,0.8,2455.9,410
1118,"Curry minced lamb, lean and potato",Plate-16cm (154.03g),207.94,15.25,11.09,11.86,2.62,331.16,154.03
1119,Curry noodle,Bowl-soup (16 and 1/2 cm) (532g),694.5,31.5,44.6,41.8,6.4,2219.89,532
1120,Curry powder,Tablespoon (7g),26.58,0.67,1.18,3.32,1.61,5.46,7
1121,"Curry powder, fish",Tablespoon (7g),12.39,0.04,1.14,0.46,0.06,33.88,7
1122,Curry puff,Piece (90g),318.6,9.63,19.62,25.83,1.53,409.5,90
1123,"Curry puff, beef",Piece (78.4g),265.78,7.29,15.44,24.38,2.2,454.72,78.4
1124,"Curry puff, chicken",Piece (115g),339.25,8.4,22.08,26.8,3.34,388.7,115
1125,"Curry puff, frozen, deep fried",Piece (90g),318.6,9.63,19.62,25.83,1.53,409.5,90
1126,"Curry puff, potato and mutton filling, deep fried",Piece (138g),401.58,8.42,21.94,42.5,3.86,800.4,138
1127,"Curry puff, potato, and spices, deep fried",Piece (40g),127.63,1.88,5.64,17.28,1.11,68,40
1128,"Curry puff, twisted",Piece (59g),127.48,3.07,9.85,6.61,0.41,168.74,59
1129,Curry pumpkin and long beans,Bowl-soup (16 and 1/2 cm) (133.3g),89.31,3.2,6.27,4.96,1.87,261.8,133.3
1130,"Curry salted fish and potato, in coconut milk (Malay)",Bowl-soup (16 and 1/2 cm) (322.52g),509.58,32.57,39.35,6.68,9.29,905.31,322.52
1131,"Curry sauce, McDonald's",Packet (25.5g),36.72,0.48,1.1,6.17,0.28,221.34,25.5
1132,Curry udon with potato & carrot,Bowl-soup (16 and 1/2 cm) (524g),382.52,13.1,10.01,60.26,6.29,1477.68,524
1133,"Curry Zazzle Baked Rice, Pizzahut",Whole (340g),564.4,20.4,23.09,68.99,6.09,870.4,340
1134,"Curry, chicken, canned",Can (300g),561.44,33.84,32.15,33.84,0,1085.7,300
1135,"Curry, indian mackerel",Piece (80g),67.15,10.75,2.18,1.09,0.35,88.96,80
1136,"Curry, mutton, canned",Can (167g),362.42,18.04,28.89,7.68,1.67,708.08,167
1137,"Curry, potato [DO NOT USE]",Plate-16cm (153.13g),791.68,28.64,59.58,35.04,13.93,669.02,153.13
1138,Custard apple,Whole (medium) (145g),63.34,1.62,0.24,13.64,2.03,0.81,145
1139,Custard cream puff,Piece (110g),272.8,5.28,16.06,26.73,1.32,213.4,110
1140,Custard powder,Tablespoon (9g),34.2,0.04,0.09,8.31,0.01,10.53,9
1141,"Cuttlefish ball, deep fried",Piece (30g),55.2,3.45,2.88,3.84,0.63,218.7,30
1142,"Cuttlefish cracker, fried",Packet (80g),343.2,4.16,8.56,62.32,0,421.6,80
1143,Cuttlefish finger,Piece (13g),23.14,1.74,0.99,1.81,0.18,196.95,13
1144,Cuttlefish porridge,1 portion (570g),473.1,9.69,5.13,98.04,2.28,1088.7,570
1145,"Cuttlefish snack, prepared",Packet (40g),141.2,15,0.32,19.6,0.08,369.2,40
1146,"Cuttlefish, cooked",Cup (200g),316,64.96,2.8,3.28,0,1488,200
1147,"Cuttlefish, dried",Piece (13g),39.05,7.88,0.36,1.07,0,134.94,13
1148,"Cuttlefish, in brine",Piece (6g),3.54,0.68,0.08,0,0,7.38,6
1149,"Cuttlefish, raw",Cube/Square (6g),4.15,0.87,0.07,0.01,0,5.24,6
1150,"Cuttlefish, small, fried in chilli",Piece (45g),55.26,4.97,2.88,2.35,0,59.01,45
1151,Daging kambing goreng,Plate-16cm (150g),408.75,51,22.02,1.65,4.25,384.45,150
1152,Daging masak merah,Plate-16cm (155g),305.01,24.3,14.46,18.71,1.69,780.86,155
1153,Daging rempah,Plate-16cm (146.11g),352.13,26.15,25.28,5.11,3.07,675.03,146.11
1154,"Dahi Bhalla, deep-fried",Plate-23cm (533g),575.64,33.05,23.45,58.63,17.59,1481.74,533
1155,Daiquiri,Glass (250ml) (60g),111.6,0.06,0.06,4.08,0,3,60
1156,Dak galbi,Plate-23cm (450g),556.29,33.12,12.33,77.58,4.14,658.4,450
1157,Dan Dan Mian,1 portion (375g),577.5,19.5,29.03,59.25,7.5,1057.5,375
1158,Danish pastry,Piece (54g),224.64,4.48,11.88,24.35,0.92,160.92,54
1159,"Dao xiao mian, beef, soup",Bowl-soup (16 and 1/2 cm) (990g),693,46.53,7.13,109.89,5.94,3078.9,990
1160,"Date, Chinese, black, dried",Whole (2.22g),4.96,0.04,0.01,1.19,0.06,0.14,2.22
1161,"Date, dried",Cup (105g),304.45,2.1,0.21,70.56,10.19,14.7,105
1162,Deep fried baby sotong,Plate-16cm (221g),923.78,66.74,60.78,27.18,0,1637.61,221
1163,Deep fried battered coconut,Piece (59g),200.01,3.78,12.45,18.29,2.07,188.8,59
1164,Deep fried battered prawn,Plate-23cm (118g),308.11,18.58,20.28,12.57,1.13,609.45,118
1165,Deep fried beancurd with shrimp,Piece (29g),76.85,4.64,5.51,2.2,0.7,133.11,29
1166,Deep fried carrot cake,Piece (130g),179.4,3.38,6.37,27.17,1.17,475.8,130
1167,"Deep fried chicken chop, with skin",Piece (150.25g),243.77,25.67,13.95,3.98,0.94,454.72,150.25
1168,Deep fried chicken wing,Whole (96g),163.07,13.28,11.3,1.22,0,39.18,96
1169,Deep fried fish bee hoon soup with milk,Bowl-soup (16 and 1/2 cm) (800g),641.52,46.31,19.87,66.23,1.62,2707.91,800
1170,Deep fried flour batter,Piece (50g),119,2.8,3.9,18.1,1.1,132.5,50
1171,Deep fried jellyfish on a stick,Stick (6g),24,0.68,0.71,3.72,0.07,53.4,6
1172,Deep fried lemon chicken,Plate-20cm (175g),607.25,29.93,40.95,29.75,1.4,910,175
1173,Deep fried mackerel,Whole (114g),196.38,28.84,9.03,0,0,1030.14,114
1174,Deep fried pork lard,Bowl-dessert (15 cm) (220g),1639,58.08,156.2,0,0,784.08,220
1175,Deep fried shallots,Tablespoon (5g),25.45,0.19,1.37,3.09,0.25,2,5
