food_id|attribute|value
BP057|Vitamin C (Vit. C)| : 0 mg
HR001|food_name|Free-range egg, fresh
HR001|food_group|Eggs
HR001|food_type|Raw
HR001|base_weight|100 g
HR001|base_weight_edible|Edible weight 87 %
HR001|Air (Water)| : 73.1 g
HR001|Energi (Energy)| : 174 Kal
HR001|Protein (Protein)| : 10.8 g
HR001|Lemak (Fat)| : 14.0 g
HR001|Karbohidrat (CHO)| : 1.2 g
HR001|Serat (Fibre)| : 0.0 g
HR001|Abu (ASH)| : 0.9 g
HR001|Kalsium (Ca)| : 68 mg
HR001|Fosfor (P)| : 268 mg
HR001|Besi (Fe)| : 4.9 mg
HR001|Natrium (Na)| : 190 mg
HR001|Kalium (K)| : 141.0 mg
HR001|Tembaga (Cu)| : 0.60 mg
HR001|Seng (Zn)| : 1.5 mg
HR001|Retinol (Vit. A)| : 203 mcg
HR001|Beta-Karoten (Carotenes)| : 23 mcg
HR001|Karoten Total (Re)| : 125 mcg
HR001|Thiamin (Vit. B1)| : 0.78 mg
HR001|Riboflavin (Vit. B2)| : 0.62 mg
HR001|Niasin (Niacin)| : 0.2 mg
GP070|food_name|Fried pangasius
GP070|food_group|Fish and Other Seafood
GP070|food_type|Processed/Products
GP070|base_weight|100 g
GP070|base_weight_edible|Edible weight -
GP070|Air (Water)| : 13.4 g
GP070|Energi (Energy)| : 286 Kal
GP070|Protein (Protein)| : 48.5 g
GP070|Lemak (Fat)| : 9.2 g
GP070|Karbohidrat (CHO)| : 2.3 g
GP070|Abu (ASH)| : 26.6 g
GP070|Kalsium (Ca)| : 207 mg
GP070|Fosfor (P)| : 457 mg
GP070|Besi (Fe)| : 3.3 mg
GP070|Retinol (Vit. A)| : 109 mcg
GP070|Karoten Total (Re)| : 160 mcg
GP070|Thiamin (Vit. B1)| : 0.40 mg
GP070|Niasin (Niacin)| : 3.1 mg
GP070|Vitamin C (Vit. C)| : 0 mg
GP020|food_name|Fried tilapia
GP020|food_group|Fish and Other Seafood
GP020|food_type|Processed/Products
GP020|base_weight|100 g
GP020|base_weight_edible|Edible weight 100 %
GP020|Air (Water)| : 44.7 g
GP020|Energi (Energy)| : 416 Kal
GP020|Protein (Protein)| : 46.9 g
GP020|Lemak (Fat)| : 23.9 g
GP020|Karbohidrat (CHO)| : 0.0 g
GP020|Serat (Fibre)| : 0.0 g
GP020|Abu (ASH)| : 2.2 g
GP020|Kalsium (Ca)| : 346 mg
GP020|Fosfor (P)| : 654 mg
GP020|Besi (Fe)| : 0.9 mg
GP020|Natrium (Na)| : 54 mg
GP020|Kalium (K)| : 278.9 mg
GP020|Tembaga (Cu)| : 0.00 mg
GP020|Seng (Zn)| : 0.2 mg
GP020|Retinol (Vit. A)| : 12 mcg
GP020|Beta-Karoten (Carotenes)| : 3 mcg
GP020|Karoten Total (Re)| : 8 mcg
GP020|Thiamin (Vit. B1)| : 0.12 mg
GP020|Riboflavin (Vit. B2)| : 0.10 mg
GP020|Niasin (Niacin)| : 2.2 mg
GP020|Vitamin C (Vit. C)| : 0 mg
GR042|food_name|Frog, fresh
GR042|food_group|Fish and Other Seafood
GR042|food_type|Raw
GR042|base_weight|100 g
GR042|base_weight_edible|Edible weight 80 %
GR042|Air (Water)| : 76.0 g
GR042|Energi (Energy)| : 112 Kal
GR042|Protein (Protein)| : 20.0 g
GR042|Lemak (Fat)| : 3.0 g
GR042|Karbohidrat (CHO)| : 0.0 g
GR042|Serat (Fibre)| : 0.0 g
GR042|Abu (ASH)| : 1.0 g
GR042|Kalsium (Ca)| : 20 mg
GR042|Fosfor (P)| : 100 mg
GR042|Besi (Fe)| : 1.0 mg
GR042|Retinol (Vit. A)| : 30 mcg
GR042|Beta-Karoten (Carotenes)| : 0 mcg
GR042|Thiamin (Vit. B1)| : 0.05 mg
GR042|Vitamin C (Vit. C)| : 0 mg
BR007|food_name|Gadeng/Gadung, dried
BR007|food_group|Starchy Roots & Tubers
BR007|food_type|Raw
BR007|base_weight|100 g
BR007|base_weight_edible|Edible weight 100 %
BR007|Air (Water)| : 20.2 g
BR007|Energi (Energy)| : 322 Kal
BR007|Protein (Protein)| : 2.4 g
BR007|Lemak (Fat)| : 0.6 g
BR007|Karbohidrat (CHO)| : 76.6 g
BR007|Abu (ASH)| : 0.2 g
BR007|Kalsium (Ca)| : 39 mg
BR007|Fosfor (P)| : 22 mg
BR007|Besi (Fe)| : 2.2 mg
BR007|Natrium (Na)| : 5 mg
BR007|Kalium (K)| : 2.0 mg
BR007|Tembaga (Cu)| : 0.50 mg
BR007|Seng (Zn)| : 0.2 mg
BR007|Retinol (Vit. A)| : 0 mcg
BR007|Beta-Karoten (Carotenes)| : 0 mcg
BR007|Karoten Total (Re)| : 0 mcg
BR007|Thiamin (Vit. B1)| : 0.45 mg
BR007|Riboflavin (Vit. B2)| : 0.02 mg
BR007|Niasin (Niacin)| : 1.0 mg
BR007|Vitamin C (Vit. C)| : 0 mg
DP031|food_name|Gado-gado
DP031|food_group|Vegetables
DP031|food_type|Processed/Products
DP031|base_weight|100 g
DP031|base_weight_edible|Edible weight 100 %
DP031|Air (Water)| : 68.5 g
DP031|Energi (Energy)| : 137 Kal
DP031|Protein (Protein)| : 6.1 g
DP031|Lemak (Fat)| : 3.2 g
DP031|Karbohidrat (CHO)| : 21.0 g
DP031|Serat (Fibre)| : 1.1 g
DP031|Abu (ASH)| : 1.5 g
DP031|Kalsium (Ca)| : 301 mg
DP031|Fosfor (P)| : 135 mg
DP031|Besi (Fe)| : 7.5 mg
DP031|Retinol (Vit. A)| : 3 mcg
DP031|Karoten Total (Re)| : 5,929 mcg
DP031|Thiamin (Vit. B1)| : 0.10 mg
DP031|Vitamin C (Vit. C)| : 1 mg
BP035|food_name|Gadung, chips
BP035|food_group|Starchy Roots & Tubers
BP035|food_type|Processed/Products
BP035|base_weight|100 g
BP035|base_weight_edible|Edible weight 100 %
BP035|Air (Water)| : 4.0 g
BP035|Energi (Energy)| : 446 Kal
BP035|Protein (Protein)| : 2.8 g
BP035|Lemak (Fat)| : 14.5 g
BP035|Karbohidrat (CHO)| : 76.0 g
BP035|Serat (Fibre)| : 1.7 g
BP035|Abu (ASH)| : 2.8 g
BP035|Kalsium (Ca)| : 147 mg
BP035|Fosfor (P)| : 52 mg
BP035|Besi (Fe)| : 1.9 mg
BP035|Retinol (Vit. A)| : 0 mcg
BP035|Beta-Karoten (Carotenes)| : 0 mcg
BP035|Karoten Total (Re)| : 0 mcg
BP035|Thiamin (Vit. B1)| : 0.95 mg
BP035|Vitamin C (Vit. C)| : 0 mg
BR008|food_name|Gadung, yam, fresh
BR008|food_group|Starchy Roots & Tubers
BR008|food_type|Raw
BR008|base_weight|100 g
BR008|base_weight_edible|Edible weight 85 %
BR008|Air (Water)| : 74.4 g
BR008|Energi (Energy)| : 100 Kal
BR008|Protein (Protein)| : 0.9 g
BR008|Lemak (Fat)| : 0.3 g
BR008|Karbohidrat (CHO)| : 23.5 g
BR008|Serat (Fibre)| : 2.1 g
BR008|Abu (ASH)| : 0.9 g
BR008|Kalsium (Ca)| : 79 mg
BR008|Fosfor (P)| : 66 mg
BR008|Besi (Fe)| : 0.9 mg
BR008|Natrium (Na)| : 8 mg
BR008|Kalium (K)| : 687.2 mg
BR008|Tembaga (Cu)| : 0.20 mg
BR008|Seng (Zn)| : 0.2 mg
BR008|Retinol (Vit. A)| : 0 mcg
BR008|Beta-Karoten (Carotenes)| : 0 mcg
BR008|Karoten Total (Re)| : 0 mcg
BR008|Thiamin (Vit. B1)| : 0.23 mg
BR008|Riboflavin (Vit. B2)| : 0.00 mg
BR008|Niasin (Niacin)| : 0.5 mg
BR008|Vitamin C (Vit. C)| : 2 mg
BP006|food_name|Gadung, yam, steamed
BP006|food_group|Starchy Roots & Tubers
BP006|food_type|Processed/Products
BP006|base_weight|100 g
BP006|base_weight_edible|Edible weight 100 %
BP006|Air (Water)| : 77.4 g
BP006|Energi (Energy)| : 88 Kal
BP006|Protein (Protein)| : 0.6 g
BP006|Lemak (Fat)| : 0.3 g
BP006|Karbohidrat (CHO)| : 20.9 g
BP006|Serat (Fibre)| : 0.9 g
BP006|Abu (ASH)| : 0.8 g
BP006|Kalsium (Ca)| : 26 mg
BP006|Fosfor (P)| : 47 mg
BP006|Besi (Fe)| : 0.4 mg
BP006|Natrium (Na)| : 6 mg
BP006|Kalium (K)| : 584.0 mg
BP006|Tembaga (Cu)| : 0.20 mg
BP006|Seng (Zn)| : 0.2 mg
BP006|Retinol (Vit. A)| : 0 mcg
BP006|Beta-Karoten (Carotenes)| : 0 mcg
BP006|Karoten Total (Re)| : 0 mcg
BP006|Thiamin (Vit. B1)| : 0.03 mg
BP006|Riboflavin (Vit. B2)| : 0.00 mg
BP006|Niasin (Niacin)| : 0.4 mg
BP006|Vitamin C (Vit. C)| : 0 mg
NR010|food_name|Galangal, fresh
NR010|food_group|Herbs and Spices
NR010|food_type|Raw
NR010|base_weight|100 g
NR010|base_weight_edible|Edible weight 80 %
NR010|Air (Water)| : 93.0 g
NR010|Energi (Energy)| : 26 Kal
NR010|Protein (Protein)| : 1.0 g
NR010|Lemak (Fat)| : 0.3 g
NR010|Karbohidrat (CHO)| : 4.7 g
NR010|Serat (Fibre)| : 1.1 g
NR010|Abu (ASH)| : 1.0 g
NR010|Kalsium (Ca)| : 50 mg
NR010|Fosfor (P)| : 50 mg
NR010|Besi (Fe)| : 2.0 mg
NR010|Natrium (Na)| : 24 mg
NR010|Kalium (K)| : 137.1 mg
NR010|Tembaga (Cu)| : 0.07 mg
NR010|Seng (Zn)| : 0.3 mg
NR010|Beta-Karoten (Carotenes)| : 5 mcg
NR010|Karoten Total (Re)| : 5,000 mcg
NR010|Thiamin (Vit. B1)| : 0.08 mg
NR010|Riboflavin (Vit. B2)| : 0.06 mg
NR010|Niasin (Niacin)| : 0.3 mg
NR010|Vitamin C (Vit. C)| : 50 mg
CR009|food_name|Galing nut, fresh
CR009|food_group|Grains and Legumes
CR009|food_type|Raw
CR009|base_weight|100 g
CR009|base_weight_edible|Edible weight 95 %
CR009|Air (Water)| : 12.0 g
CR009|Energi (Energy)| : 336 Kal
CR009|Protein (Protein)| : 23.1 g
CR009|Lemak (Fat)| : 1.7 g
CR009|Karbohidrat (CHO)| : 59.5 g
CR009|Abu (ASH)| : 3.8 g
CR009|Kalsium (Ca)| : 80 mg
CR009|Fosfor (P)| : 400 mg
CR009|Besi (Fe)| : 5.0 mg
CR009|Retinol (Vit. A)| : 0 mcg
CR009|Thiamin (Vit. B1)| : 0.60 mg
CR009|Vitamin C (Vit. C)| : 0 mg
DR022|food_name|Gandiaria leaves, fresh
DR022|food_group|Vegetables
DR022|food_type|Raw
DR022|base_weight|100 g
DR022|base_weight_edible|Edible weight 65 %
DR022|Air (Water)| : 81.0 g
DR022|Energi (Energy)| : 63 Kal
DR022|Protein (Protein)| : 3.1 g
DR022|Lemak (Fat)| : 0.3 g
DR022|Karbohidrat (CHO)| : 14.0 g
DR022|Serat (Fibre)| : 2.1 g
DR022|Abu (ASH)| : 1.6 g
DR022|Kalsium (Ca)| : 40 mg
DR022|Fosfor (P)| : 45 mg
DR022|Besi (Fe)| : 4.7 mg
DR022|Natrium (Na)| : 3 mg
DR022|Kalium (K)| : 127.7 mg
DR022|Beta-Karoten (Carotenes)| : 503 mcg
DR022|Karoten Total (Re)| : 600 mcg
DR022|Thiamin (Vit. B1)| : 0.04 mg
DR022|Riboflavin (Vit. B2)| : 0.04 mg
DR022|Niasin (Niacin)| : 0.2 mg
DR022|Vitamin C (Vit. C)| : 61 mg
BP007|food_name|Ganyong, boiled
BP007|food_group|Starchy Roots & Tubers
BP007|food_type|Processed/Products
BP007|base_weight|100 g
BP007|base_weight_edible|Edible weight 100 %
BP007|Air (Water)| : 74.1 g
BP007|Energi (Energy)| : 100 Kal
BP007|Protein (Protein)| : 0.8 g
BP007|Lemak (Fat)| : 0.2 g
BP007|Karbohidrat (CHO)| : 23.8 g
BP007|Serat (Fibre)| : 0.9 g
BP007|Abu (ASH)| : 1.1 g
BP007|Kalsium (Ca)| : 15 mg
BP007|Fosfor (P)| : 65 mg
BP007|Besi (Fe)| : 0.9 mg
BP007|Retinol (Vit. A)| : 0 mcg
BP007|Beta-Karoten (Carotenes)| : 0 mcg
BP007|Karoten Total (Re)| : 0 mcg
BP007|Thiamin (Vit. B1)| : 0.04 mg
BP007|Vitamin C (Vit. C)| : 6 mg
BP065|food_name|Ganyong, flour
BP065|food_group|Starchy Roots & Tubers
BP065|food_type|Processed/Products
BP065|base_weight|100 g
BP065|base_weight_edible|Edible weight 100 %
BP065|Air (Water)| : 13.6 g
BP065|Energi (Energy)| : 353 Kal
BP065|Protein (Protein)| : 0.8 g
BP065|Lemak (Fat)| : 1.7 g
BP065|Karbohidrat (CHO)| : 83.6 g
BP065|Serat (Fibre)| : 0.7 g
BP065|Abu (ASH)| : 0.3 g
BP065|Kalsium (Ca)| : 4 mg
BP065|Fosfor (P)| : 31 mg
BP065|Besi (Fe)| : 3.3 mg
BP065|Natrium (Na)| : 3 mg
BP065|Kalium (K)| : 63.5 mg
BP065|Tembaga (Cu)| : 0.10 mg
BP065|Seng (Zn)| : 0.3 mg
BP065|Beta-Karoten (Carotenes)| : 0 mcg
BP065|Karoten Total (Re)| : 0 mcg
BP065|Thiamin (Vit. B1)| : 0.02 mg
BP065|Riboflavin (Vit. B2)| : 0.00 mg
BP065|Niasin (Niacin)| : 0.9 mg
BP065|Vitamin C (Vit. C)| : 1 mg
BR009|food_name|Ganyong, fresh
BR009|food_group|Starchy Roots & Tubers
BR009|food_type|Raw
BR009|base_weight|100 g
BR009|base_weight_edible|Edible weight 65 %
BR009|Air (Water)| : 79.9 g
BR009|Energi (Energy)| : 77 Kal
BR009|Protein (Protein)| : 0.6 g
BR009|Lemak (Fat)| : 0.2 g
BR009|Karbohidrat (CHO)| : 18.4 g
BR009|Serat (Fibre)| : 0.8 g
BR009|Abu (ASH)| : 0.9 g
BR009|Kalsium (Ca)| : 15 mg
BR009|Fosfor (P)| : 67 mg
BR009|Besi (Fe)| : 1.0 mg
BR009|Retinol (Vit. A)| : 0 mcg
BR009|Beta-Karoten (Carotenes)| : 0 mcg
BR009|Karoten Total (Re)| : 0 mcg
BR009|Thiamin (Vit. B1)| : 0.10 mg
BR009|Vitamin C (Vit. C)| : 9 mg
ER077|food_name|Gapi banana, fresh
ER077|food_group|Fruits
ER077|food_type|Raw
ER077|base_weight|100 g
ER077|base_weight_edible|Edible weight 75 %
ER077|Air (Water)| : 66.3 g
ER077|Energi (Energy)| : 131 Kal
ER077|Protein (Protein)| : 1.6 g
ER077|Lemak (Fat)| : 0.1 g
ER077|Karbohidrat (CHO)| : 31.1 g
ER077|Serat (Fibre)| : 11.7 g
ER077|Abu (ASH)| : 1.0 g
ER077|Kalsium (Ca)| : 58 mg
ER077|Fosfor (P)| : 40 mg
ER077|Besi (Fe)| : 0.3 mg
ER077|Natrium (Na)| : 6 mg
ER077|Kalium (K)| : 392.0 mg
ER077|Tembaga (Cu)| : 0.13 mg
ER077|Seng (Zn)| : 0.3 mg
ER077|Beta-Karoten (Carotenes)| : 13 mcg
ER077|Thiamin (Vit. B1)| : 0.18 mg
ER077|Riboflavin (Vit. B2)| : 0.02 mg
ER077|Niasin (Niacin)| : 0.3 mg
ER077|Vitamin C (Vit. C)| : 13 mg
DR117|food_name|Garlic chieves, fresh
DR117|food_group|Vegetables
DR117|food_type|Raw
DR117|base_weight|100 g
DR117|base_weight_edible|Edible weight 52 %
DR117|Air (Water)| : 86.3 g
DR117|Energi (Energy)| : 45 Kal
DR117|Protein (Protein)| : 2.2 g
DR117|Lemak (Fat)| : 0.3 g
DR117|Karbohidrat (CHO)| : 10.3 g
DR117|Serat (Fibre)| : 4.8 g
DR117|Abu (ASH)| : 0.9 g
DR117|Kalsium (Ca)| : 52 mg
DR117|Fosfor (P)| : 50 mg
DR117|Besi (Fe)| : 1.1 mg
DR117|Natrium (Na)| : 21 mg
DR117|Kalium (K)| : 439.5 mg
DR117|Tembaga (Cu)| : 0.11 mg
DR117|Seng (Zn)| : 0.5 mg
DR117|Beta-Karoten (Carotenes)| : 2,685 mcg
DR117|Karoten Total (Re)| : 40 mcg
DR117|Thiamin (Vit. B1)| : 0.11 mg
DR117|Riboflavin (Vit. B2)| : 0.20 mg
DR117|Niasin (Niacin)| : 1.8 mg
DR117|Vitamin C (Vit. C)| : 17 mg
DR118|food_name|Garlic chieves, unripe, fresh
DR118|food_group|Vegetables
DR118|food_type|Raw
DR118|base_weight|100 g
DR118|base_weight_edible|Edible weight 100 %
DR118|Air (Water)| : 86.0 g
DR118|Energi (Energy)| : 42 Kal
DR118|Protein (Protein)| : 3.8 g
DR118|Lemak (Fat)| : 0.6 g
DR118|Karbohidrat (CHO)| : 7.8 g
DR118|Serat (Fibre)| : 4.9 g
DR118|Abu (ASH)| : 1.8 g
DR118|Kalsium (Ca)| : 76 mg
DR118|Fosfor (P)| : 91 mg
DR118|Besi (Fe)| : 2.5 mg
DR118|Natrium (Na)| : 22 mg
DR118|Kalium (K)| : 449.1 mg
DR118|Tembaga (Cu)| : 0.11 mg
DR118|Seng (Zn)| : 0.5 mg
DR118|Beta-Karoten (Carotenes)| : 2,744 mcg
DR118|Karoten Total (Re)| : 500 mcg
DR118|Thiamin (Vit. B1)| : 0.11 mg
DR118|Riboflavin (Vit. B2)| : 0.20 mg
DR118|Niasin (Niacin)| : 1.8 mg
DR118|Vitamin C (Vit. C)| : 59 mg
NR008|food_name|Garlic, fresh
NR008|food_group|Herbs and Spices
NR008|food_type|Raw
NR008|base_weight|100 g
NR008|base_weight_edible|Edible weight 88 %
NR008|Air (Water)| : 71.0 g
NR008|Energi (Energy)| : 112 Kal
NR008|Protein (Protein)| : 4.5 g
NR008|Lemak (Fat)| : 0.2 g
NR008|Karbohidrat (CHO)| : 23.1 g
NR008|Serat (Fibre)| : 0.6 g
NR008|Abu (ASH)| : 1.8 g
NR008|Kalsium (Ca)| : 42 mg
NR008|Fosfor (P)| : 134 mg
NR008|Besi (Fe)| : 1.0 mg
NR008|Natrium (Na)| : 46 mg
NR008|Kalium (K)| : 665.7 mg
NR008|Tembaga (Cu)| : 0.09 mg
NR008|Seng (Zn)| : 0.4 mg
NR008|Beta-Karoten (Carotenes)| : 0 mcg
NR008|Thiamin (Vit. B1)| : 0.22 mg
NR008|Riboflavin (Vit. B2)| : 0.07 mg
NR008|Niasin (Niacin)| : 0.3 mg
NR008|Vitamin C (Vit. C)| : 15 mg
DP049|food_name|Garu soup
DP049|food_group|Vegetables
DP049|food_type|Processed/Products
DP049|base_weight|100 g
DP049|base_weight_edible|Edible weight 100 %
DP049|Air (Water)| : 70.8 g
DP049|Energi (Energy)| : 178 Kal
DP049|Protein (Protein)| : 2.6 g
DP049|Lemak (Fat)| : 13.9 g
DP049|Karbohidrat (CHO)| : 10.6 g
DP049|Serat (Fibre)| : 8.4 g
DP049|Abu (ASH)| : 2.1 g
DP049|Kalsium (Ca)| : 30 mg
DP049|Fosfor (P)| : 130 mg
DP049|Besi (Fe)| : 0.9 mg
DP049|Natrium (Na)| : 20 mg
DP049|Kalium (K)| : 120.0 mg
DP049|Tembaga (Cu)| : 0.10 mg
DP049|Seng (Zn)| : 0.3 mg
DP049|Thiamin (Vit. B1)| : 0.20 mg
DP049|Riboflavin (Vit. B2)| : 0.10 mg
DP049|Vitamin C (Vit. C)| : 9 mg
BP026|food_name|Gatot
BP026|food_group|Starchy Roots & Tubers
BP026|food_type|Processed/Products
BP026|base_weight|100 g
BP026|base_weight_edible|Edible weight 100 %
BP026|Air (Water)| : 12.8 g
BP026|Energi (Energy)| : 347 Kal
BP026|Protein (Protein)| : 1.3 g
BP026|Lemak (Fat)| : 0.7 g
BP026|Karbohidrat (CHO)| : 83.8 g
BP026|Serat (Fibre)| : 5.8 g
BP026|Abu (ASH)| : 1.4 g
BP026|Kalsium (Ca)| : 78 mg
BP026|Fosfor (P)| : 44 mg
BP026|Besi (Fe)| : 17.1 mg
BP026|Natrium (Na)| : 28 mg
BP026|Kalium (K)| : 242.0 mg
BP026|Tembaga (Cu)| : 0.20 mg
BP026|Seng (Zn)| : 0.7 mg
BP026|Beta-Karoten (Carotenes)| : 0 mcg
BP026|Karoten Total (Re)| : 0 mcg
BP026|Thiamin (Vit. B1)| : 0.02 mg
BP026|Riboflavin (Vit. B2)| : 0.10 mg
BP026|Niasin (Niacin)| : 0.4 mg
BP026|Vitamin C (Vit. C)| : 0 mg
BP027|food_name|Geblek
BP027|food_group|Starchy Roots & Tubers
BP027|food_type|Processed/Products
BP027|base_weight|100 g
BP027|base_weight_edible|Edible weight 100 %
BP027|Air (Water)| : 52.1 g
BP027|Energi (Energy)| : 195 Kal
BP027|Protein (Protein)| : 0.4 g
BP027|Lemak (Fat)| : 1.7 g
BP027|Karbohidrat (CHO)| : 44.4 g
BP027|Serat (Fibre)| : 3.6 g
BP027|Abu (ASH)| : 1.4 g
BP027|Kalsium (Ca)| : 35 mg
BP027|Fosfor (P)| : 13 mg
BP027|Besi (Fe)| : 0.6 mg
BP027|Natrium (Na)| : 353 mg
BP027|Kalium (K)| : 125.0 mg
BP027|Tembaga (Cu)| : 0.30 mg
BP027|Seng (Zn)| : 0.3 mg
BP027|Beta-Karoten (Carotenes)| : 0 mcg
BP027|Karoten Total (Re)| : 0 mcg
BP027|Thiamin (Vit. B1)| : 0.02 mg
BP027|Riboflavin (Vit. B2)| : 0.00 mg
BP027|Niasin (Niacin)| : 0.1 mg
BP027|Vitamin C (Vit. C)| : 0 mg
ER056|food_name|Gedung mango, fresh
ER056|food_group|Fruits
ER056|food_type|Raw
ER056|base_weight|100 g
ER056|base_weight_edible|Edible weight 65 %
ER056|Air (Water)| : 87.4 g
ER056|Energi (Energy)| : 44 Kal
ER056|Protein (Protein)| : 0.7 g
ER056|Lemak (Fat)| : 0.2 g
ER056|Karbohidrat (CHO)| : 11.2 g
ER056|Serat (Fibre)| : 1.6 g
ER056|Abu (ASH)| : 0.5 g
ER056|Kalsium (Ca)| : 13 mg
ER056|Fosfor (P)| : 10 mg
ER056|Besi (Fe)| : 0.2 mg
ER056|Natrium (Na)| : 2 mg
ER056|Kalium (K)| : 83.6 mg
ER056|Tembaga (Cu)| : 0.04 mg
ER056|Seng (Zn)| : 0.1 mg
ER056|Beta-Karoten (Carotenes)| : 113 mcg
ER056|Karoten Total (Re)| : 16,400 mcg
ER056|Thiamin (Vit. B1)| : 0.08 mg
ER056|Riboflavin (Vit. B2)| : 0.01 mg
ER056|Niasin (Niacin)| : 0.3 mg
ER056|Vitamin C (Vit. C)| : 30 mg
AP048|food_name|Gemblong
AP048|food_group|Cereals
AP048|food_type|Processed/Products
AP048|base_weight|100 g
AP048|base_weight_edible|Edible weight 100 %
AP048|Air (Water)| : 36.2 g
AP048|Energi (Energy)| : 274 Kal
AP048|Protein (Protein)| : 1.7 g
AP048|Lemak (Fat)| : 5.4 g
AP048|Karbohidrat (CHO)| : 55.5 g
AP048|Serat (Fibre)| : 2.2 g
AP048|Abu (ASH)| : 1.2 g
AP048|Kalsium (Ca)| : 69 mg
AP048|Fosfor (P)| : 55 mg
AP048|Besi (Fe)| : 3.3 mg
AP048|Retinol (Vit. A)| : 0 mcg
AP048|Beta-Karoten (Carotenes)| : 0 mcg
AP048|Karoten Total (Re)| : 0 mcg
AP048|Thiamin (Vit. B1)| : 0.00 mg
AP048|Vitamin C (Vit. C)| : 0 mg
AP049|food_name|Gendar, fried
AP049|food_group|Cereals
AP049|food_type|Processed/Products
AP049|base_weight|100 g
AP049|base_weight_edible|Edible weight 100 %
AP049|Air (Water)| : 30.4 g
AP049|Energi (Energy)| : 407 Kal
AP049|Protein (Protein)| : 6.4 g
AP049|Lemak (Fat)| : 28.2 g
AP049|Karbohidrat (CHO)| : 32.0 g
AP049|Serat (Fibre)| : 0.1 g
AP049|Abu (ASH)| : 3.0 g
AP049|Kalsium (Ca)| : 216 mg
AP049|Fosfor (P)| : 62 mg
AP049|Besi (Fe)| : 1.6 mg
AP049|Retinol (Vit. A)| : 0 mcg
AP049|Karoten Total (Re)| : 184 mcg
AP049|Thiamin (Vit. B1)| : 0.16 mg
AP049|Riboflavin (Vit. B2)| : 0.00 mg
AP049|Niasin (Niacin)| : 0.6 mg
AP049|Vitamin C (Vit. C)| : 0 mg
CP029|food_name|Geplak
CP029|food_group|Grains and Legumes
CP029|food_type|Processed/Products
CP029|base_weight|100 g
CP029|base_weight_edible|Edible weight 100 %
CP029|Air (Water)| : 29.6 g
CP029|Energi (Energy)| : 350 Kal
CP029|Protein (Protein)| : 1.4 g
CP029|Lemak (Fat)| : 14.4 g
CP029|Karbohidrat (CHO)| : 53.6 g
CP029|Serat (Fibre)| : 1.8 g
CP029|Abu (ASH)| : 1.0 g
CP029|Kalsium (Ca)| : 151 mg
CP029|Fosfor (P)| : 43 mg
CP029|Besi (Fe)| : 2.1 mg
CP029|Retinol (Vit. A)| : 0 mcg
CP029|Karoten Total (Re)| : 120 mcg
CP029|Thiamin (Vit. B1)| : 0.12 mg
CP029|Riboflavin (Vit. B2)| : 0.02 mg
CP029|Niasin (Niacin)| : 0.8 mg
CP029|Vitamin C (Vit. C)| : 0 mg
CP030|food_name|Geplak jahe (Ginger taffy)
CP030|food_group|Grains and Legumes
CP030|food_type|Processed/Products
CP030|base_weight|100 g
CP030|base_weight_edible|Edible weight 100 %
CP030|Air (Water)| : 12.4 g
CP030|Energi (Energy)| : 462 Kal
CP030|Protein (Protein)| : 3.1 g
CP030|Lemak (Fat)| : 24.4 g
CP030|Karbohidrat (CHO)| : 57.7 g
CP030|Serat (Fibre)| : 3.3 g
CP030|Abu (ASH)| : 2.5 g
CP030|Kalsium (Ca)| : 212 mg
CP030|Fosfor (P)| : 161 mg
CP030|Besi (Fe)| : 6.6 mg
CP030|Retinol (Vit. A)| : 0 mcg
CP030|Karoten Total (Re)| : 272 mcg
CP030|Thiamin (Vit. B1)| : 0.12 mg
CP030|Riboflavin (Vit. B2)| : 0.00 mg
CP030|Niasin (Niacin)| : 0.1 mg
CP030|Vitamin C (Vit. C)| : 0 mg
EP003|food_name|Getuk pisang
EP003|food_group|Fruits
EP003|food_type|Processed/Products
EP003|base_weight|100 g
EP003|base_weight_edible|Edible weight 100 %
EP003|Air (Water)| : 63.7 g
EP003|Energi (Energy)| : 144 Kal
EP003|Protein (Protein)| : 1.1 g
EP003|Lemak (Fat)| : 0.4 g
EP003|Karbohidrat (CHO)| : 34.1 g
EP003|Serat (Fibre)| : 0.4 g
EP003|Abu (ASH)| : 0.7 g
EP003|Kalsium (Ca)| : 48 mg
EP003|Fosfor (P)| : 32 mg
EP003|Besi (Fe)| : 1.0 mg
EP003|Karoten Total (Re)| : 1,240 mcg
EP003|Thiamin (Vit. B1)| : 0.55 mg
EP003|Vitamin C (Vit. C)| : 0 mg
BP028|food_name|Getuk, fried
BP028|food_group|Starchy Roots & Tubers
BP028|food_type|Processed/Products
BP028|base_weight|100 g
BP028|base_weight_edible|Edible weight 100 %
BP028|Air (Water)| : 16.5 g
BP028|Energi (Energy)| : 360 Kal
BP028|Protein (Protein)| : 1.3 g
BP028|Lemak (Fat)| : 6.4 g
BP028|Karbohidrat (CHO)| : 74.3 g
BP028|Serat (Fibre)| : 0.8 g
BP028|Abu (ASH)| : 1.5 g
BP028|Kalsium (Ca)| : 59 mg
BP028|Fosfor (P)| : 81 mg
BP028|Besi (Fe)| : 3.2 mg
BP028|Retinol (Vit. A)| : 0 mcg
BP028|Beta-Karoten (Carotenes)| : 0 mcg
BP028|Karoten Total (Re)| : 0 mcg
BP028|Thiamin (Vit. B1)| : 0.21 mg
BP028|Niasin (Niacin)| : 0.1 mg
